"P","2026-02-21T09:29:12Z","56.085129","60.710177","266.8","0","0","0",,,"0"
"P","2026-02-21T09:29:14Z","56.085166","60.710129","282","0","0","0",,,"0"
"P","2026-02-21T09:29:15Z","56.085177","60.710128","282.3","0","0","0",,,"0"
"P","2026-02-21T09:29:22Z","56.085179","60.710092","280.9","0","0","0",,,"0"
"P","2026-02-21T09:29:23Z","56.085176","60.71009","280.7","0","0","0",,,"0"
"P","2026-02-21T09:31:16Z","56.0852","60.710005","272.8","0","0","0",,,"0"
"P","2026-02-21T09:31:21Z","56.085287","60.70993","270.2","0","0","0",,,"0"
"P","2026-02-21T09:31:22Z","56.085299","60.709917","269.8","0","0","0",,,"0"
"P","2026-02-21T09:31:31Z","56.085354","60.709569","266.8","0","0","0",,,"0"
"P","2026-02-21T09:31:32Z","56.085361","60.709511","266.1","0","0","0",,,"0"
"P","2026-02-21T09:31:36Z","56.085385","60.709265","265.7","0","0","0",,,"0"
"P","2026-02-21T09:31:38Z","56.085407","60.709174","265.8","0","0","0",,,"0"
"P","2026-02-21T09:31:41Z","56.085408","60.709015","267","0","0","0",,,"0"
"P","2026-02-21T09:31:42Z","56.085409","60.708946","267.7","0","0","0",,,"0"
"P","2026-02-21T09:31:44Z","56.085415","60.708792","267.4","0","0","0",,,"0"
"P","2026-02-21T09:31:47Z","56.085435","60.708644","266.4","0","0","0",,,"0"
"P","2026-02-21T09:31:51Z","56.085442","60.708447","265.9","0","0","0",,,"0"
"P","2026-02-21T09:31:52Z","56.085441","60.708412","266.6","0","0","0",,,"0"
"P","2026-02-21T09:31:54Z","56.085443","60.708308","266.2","0","0","0",,,"0"
"P","2026-02-21T09:31:57Z","56.085467","60.708128","268.3","0","0","0",,,"0"
"P","2026-02-21T09:32:01Z","56.085478","60.70789","266.8","0","0","0",,,"0"
"P","2026-02-21T09:32:02Z","56.085477","60.707826","267.1","0","0","0",,,"0"
"P","2026-02-21T09:32:11Z","56.085501","60.707384","268","0","0","0",,,"0"
"P","2026-02-21T09:32:12Z","56.085506","60.707328","268.8","0","0","0",,,"0"
"P","2026-02-21T09:32:15Z","56.085521","60.70718","267.7","0","0","0",,,"0"
"P","2026-02-21T09:32:19Z","56.08552","60.706966","268.4","0","0","0",,,"0"
"P","2026-02-21T09:32:21Z","56.085512","60.706894","265.9","0","0","0",,,"0"
"P","2026-02-21T09:32:22Z","56.085507","60.706851","265.6","0","0","0",,,"0"
"P","2026-02-21T09:32:24Z","56.085501","60.706747","265.6","0","0","0",,,"0"
"P","2026-02-21T09:32:29Z","56.085522","60.706508","267.5","0","0","0",,,"0"
"P","2026-02-21T09:32:31Z","56.08552","60.706437","266.3","0","0","0",,,"0"
"P","2026-02-21T09:32:32Z","56.08552","60.706402","266.7","0","0","0",,,"0"
"P","2026-02-21T09:32:37Z","56.085537","60.706127","269.5","0","0","0",,,"0"
"P","2026-02-21T09:32:41Z","56.085529","60.705909","269.5","0","0","0",,,"0"
"P","2026-02-21T09:32:42Z","56.08553","60.705863","268.8","0","0","0",,,"0"
"P","2026-02-21T09:32:45Z","56.085529","60.705707","267.2","0","0","0",,,"0"
"P","2026-02-21T09:32:51Z","56.085566","60.705369","268","0","0","0",,,"0"
"P","2026-02-21T09:32:52Z","56.085565","60.705304","268.5","0","0","0",,,"0"
"P","2026-02-21T09:32:57Z","56.085574","60.705044","269.3","0","0","0",,,"0"
"P","2026-02-21T09:32:58Z","56.085562","60.704998","268.5","0","0","0",,,"0"
"P","2026-02-21T09:33:01Z","56.085566","60.704824","269.5","0","0","0",,,"0"
"P","2026-02-21T09:33:02Z","56.085571","60.704775","269.3","0","0","0",,,"0"
"P","2026-02-21T09:33:05Z","56.085575","60.704638","269.5","0","0","0",,,"0"
"P","2026-02-21T09:33:07Z","56.085593","60.704549","269.2","0","0","0",,,"0"
"P","2026-02-21T09:33:11Z","56.0856","60.704408","269.6","0","0","0",,,"0"
"P","2026-02-21T09:33:12Z","56.085607","60.704361","270.8","0","0","0",,,"0"
"P","2026-02-21T09:33:20Z","56.08561","60.704138","273.2","0","0","0",,,"0"
"P","2026-02-21T09:33:24Z","56.085601","60.70405","272.1","0","0","0",,,"0"
"P","2026-02-21T09:33:25Z","56.085601","60.704017","272.6","0","0","0",,,"0"
"P","2026-02-21T09:33:30Z","56.0856","60.703876","275","0","0","0",,,"0"
"P","2026-02-21T09:33:37Z","56.085581","60.70372","276.3","0","0","0",,,"0"
"P","2026-02-21T09:33:38Z","56.08558","60.703701","276.4","0","0","0",,,"0"
"P","2026-02-21T09:33:40Z","56.085578","60.703664","276.9","0","0","0",,,"0"
"P","2026-02-21T09:33:41Z","56.085588","60.703629","278.5","0","0","0",,,"0"
"P","2026-02-21T09:33:47Z","56.085579","60.703437","279","0","0","0",,,"0"
"P","2026-02-21T09:33:48Z","56.085574","60.70341","279.1","0","0","0",,,"0"
"P","2026-02-21T09:33:54Z","56.085587","60.70298","275.4","0","0","0",,,"0"
"P","2026-02-21T09:33:57Z","56.085585","60.702647","274.5","0","0","0",,,"0"
"P","2026-02-21T09:33:58Z","56.085585","60.702537","273.7","0","0","0",,,"0"
"P","2026-02-21T09:34:03Z","56.085584","60.701991","273.1","0","0","0",,,"0"
"P","2026-02-21T09:34:07Z","56.085594","60.701635","269.6","0","0","0",,,"0"
"P","2026-02-21T09:34:08Z","56.085599","60.701548","269.6","0","0","0",,,"0"
"P","2026-02-21T09:34:15Z","56.085622","60.701056","266.1","0","0","0",,,"0"
"P","2026-02-21T09:34:17Z","56.085624","60.700937","265.6","0","0","0",,,"0"
"P","2026-02-21T09:34:20Z","56.08561","60.700763","267.1","0","0","0",,,"0"
"P","2026-02-21T09:34:21Z","56.08561","60.700733","266.5","0","0","0",,,"0"
"P","2026-02-21T09:34:30Z","56.085624","60.700254","268.6","0","0","0",,,"0"
"P","2026-02-21T09:34:31Z","56.085619","60.700202","268.1","0","0","0",,,"0"
"P","2026-02-21T09:34:34Z","56.085612","60.700067","266.3","0","0","0",,,"0"
"P","2026-02-21T09:34:37Z","56.085621","60.699914","267","0","0","0",,,"0"
"P","2026-02-21T09:34:40Z","56.085611","60.699754","267.1","0","0","0",,,"0"
"P","2026-02-21T09:34:41Z","56.085605","60.699701","266.4","0","0","0",,,"0"
"P","2026-02-21T09:34:50Z","56.085611","60.699283","269.1","0","0","0",,,"0"
"P","2026-02-21T09:34:51Z","56.085609","60.69924","268.5","0","0","0",,,"0"
"P","2026-02-21T09:34:54Z","56.085616","60.6991","269.3","0","0","0",,,"0"
"P","2026-02-21T09:35:00Z","56.085595","60.69887","267.5","0","0","0",,,"0"
"P","2026-02-21T09:35:01Z","56.085601","60.698822","268.2","0","0","0",,,"0"
"P","2026-02-21T09:35:03Z","56.085591","60.698754","265.9","0","0","0",,,"0"
"P","2026-02-21T09:35:05Z","56.085603","60.698669","265.8","0","0","0",,,"0"
"P","2026-02-21T09:35:11Z","56.085601","60.698462","267.8","0","0","0",,,"0"
"P","2026-02-21T09:35:12Z","56.085602","60.698392","267.4","0","0","0",,,"0"
"P","2026-02-21T09:35:22Z","56.08562","60.697965","268.6","0","0","0",,,"0"
"P","2026-02-21T09:35:23Z","56.085621","60.697924","269.7","0","0","0",,,"0"
"P","2026-02-21T09:35:27Z","56.085625","60.697761","270","0","0","0",,,"0"
"P","2026-02-21T09:35:30Z","56.085613","60.697616","269.5","0","0","0",,,"0"
"P","2026-02-21T09:35:32Z","56.085632","60.697534","267.7","0","0","0",,,"0"
"P","2026-02-21T09:35:33Z","56.085629","60.697479","268.4","0","0","0",,,"0"
"P","2026-02-21T09:35:42Z","56.085627","60.697053","270.4","0","0","0",,,"0"
"P","2026-02-21T09:35:43Z","56.085625","60.697005","270.7","0","0","0",,,"0"
"P","2026-02-21T09:35:48Z","56.085619","60.696791","269.8","0","0","0",,,"0"
"P","2026-02-21T09:35:52Z","56.085635","60.696609","272.1","0","0","0",,,"0"
"P","2026-02-21T09:35:53Z","56.085631","60.696563","272.4","0","0","0",,,"0"
"P","2026-02-21T09:36:03Z","56.08563","60.696259","273.4","0","0","0",,,"0"
"P","2026-02-21T09:36:04Z","56.085625","60.696222","273.5","0","0","0",,,"0"
"P","2026-02-21T09:36:08Z","56.08563","60.696042","274.3","0","0","0",,,"0"
"P","2026-02-21T09:36:11Z","56.085644","60.695952","276.9","0","0","0",,,"0"
"P","2026-02-21T09:36:14Z","56.08564","60.695869","275.8","0","0","0",,,"0"
"P","2026-02-21T09:36:15Z","56.085638","60.695827","275.3","0","0","0",,,"0"
"P","2026-02-21T09:36:24Z","56.085641","60.695504","275.5","0","0","0",,,"0"
"P","2026-02-21T09:36:25Z","56.085642","60.695463","275.9","0","0","0",,,"0"
"P","2026-02-21T09:36:30Z","56.085631","60.695299","278.2","0","0","0",,,"0"
"P","2026-02-21T09:36:34Z","56.085646","60.695152","278","0","0","0",,,"0"
"P","2026-02-21T09:36:35Z","56.085643","60.695102","278.7","0","0","0",,,"0"
"P","2026-02-21T09:36:37Z","56.085657","60.695028","278.8","0","0","0",,,"0"
"P","2026-02-21T09:36:38Z","56.085661","60.694969","279.7","0","0","0",,,"0"
"P","2026-02-21T09:36:39Z","56.085651","60.694952","276.3","0","0","0",,,"0"
"P","2026-02-21T09:36:44Z","56.08567","60.694711","273.9","0","0","0",,,"0"
"P","2026-02-21T09:36:45Z","56.085677","60.694653","273.2","0","0","0",,,"0"
"P","2026-02-21T09:36:49Z","56.0857","60.694401","276.2","0","0","0",,,"0"
"P","2026-02-21T09:36:52Z","56.085747","60.694195","277.6","0","0","0",,,"0"
"P","2026-02-21T09:36:54Z","56.08576","60.69408","277.8","0","0","0",,,"0"
"P","2026-02-21T09:36:55Z","56.085751","60.693991","277.5","0","0","0",,,"0"
"P","2026-02-21T09:36:59Z","56.085766","60.69374","277.5","0","0","0",,,"0"
"P","2026-02-21T09:37:04Z","56.085832","60.693491","276.9","0","0","0",,,"0"
"P","2026-02-21T09:37:05Z","56.085849","60.693467","276.6","0","0","0",,,"0"
"P","2026-02-21T09:37:06Z","56.085864","60.693424","276.9","0","0","0",,,"0"
"P","2026-02-21T09:37:07Z","56.085852","60.693375","275.6","0","0","0",,,"0"
"P","2026-02-21T09:37:10Z","56.08592","60.693256","273.8","0","0","0",,,"0"
"P","2026-02-21T09:37:11Z","56.085945","60.693231","273","0","0","0",,,"0"
"P","2026-02-21T09:37:14Z","56.086007","60.693101","273.3","0","0","0",,,"0"
"P","2026-02-21T09:37:15Z","56.086042","60.693059","274.4","0","0","0",,,"0"
"P","2026-02-21T09:37:16Z","56.086073","60.693022","274.8","0","0","0",,,"0"
"P","2026-02-21T09:37:25Z","56.086245","60.69265","274.3","0","0","0",,,"0"
"P","2026-02-21T09:37:26Z","56.086265","60.692616","273.5","0","0","0",,,"0"
"P","2026-02-21T09:37:35Z","56.086425","60.692258","273.2","0","0","0",,,"0"
"P","2026-02-21T09:37:36Z","56.086442","60.692207","272.7","0","0","0",,,"0"
"P","2026-02-21T09:37:41Z","56.086532","60.691998","268.8","0","0","0",,,"0"
"P","2026-02-21T09:37:45Z","56.086623","60.691822","270.5","0","0","0",,,"0"
"P","2026-02-21T09:37:46Z","56.086641","60.691789","271.5","0","0","0",,,"0"
"P","2026-02-21T09:37:47Z","56.086664","60.691736","271.4","0","0","0",,,"0"
"P","2026-02-21T09:37:51Z","56.086755","60.691589","270.4","0","0","0",,,"0"
"P","2026-02-21T09:37:55Z","56.086806","60.691425","270.2","0","0","0",,,"0"
"P","2026-02-21T09:37:56Z","56.086828","60.691377","270.5","0","0","0",,,"0"
"P","2026-02-21T09:38:04Z","56.086997","60.691084","276","0","0","0",,,"0"
"P","2026-02-21T09:38:05Z","56.08701","60.691044","275.5","0","0","0",,,"0"
"P","2026-02-21T09:38:06Z","56.087031","60.691011","275.6","0","0","0",,,"0"
"P","2026-02-21T09:38:07Z","56.08705","60.690987","274.5","0","0","0",,,"0"
